id,created_at,text
1082686665049677824,2019-01-08 17:13:10+00:00,"I’ll lead the efforts to save our waterways. We’ll fight toxic blue-green algae, we’ll fight discharges from Lake Okeechobee, we‘ll fight red tide, we’ll fight for our fishermen, we‘ll fight for our beaches, we‘ll fight to restore our Everglades and we’ll never ever quit!"
1082685884925964293,2019-01-08 17:10:04+00:00,"It now falls to me to build upon the foundation that has been laid, navigate the challenges – economic, environmental, constitutional – that lie ahead, and steer Florida to a stronger, cleaner and safer future. #FLinauguration"
1082685488568434693,2019-01-08 17:08:30+00:00,"I’m fortunate to be succeeding our new US Senator, @FlGovScott, who stood here 8 years ago at a time of great economic turmoil &amp; pledged to put people back to work. Today, a million &amp; half more Floridians have jobs and our economy is one of the best in the nation. #FLinauguration"
1082684738857512961,2019-01-08 17:05:31+00:00,"I take the helm of the ship of state as a Florida native, a veteran of our nation’s military, conscious of my own deficiencies, mindful of the great trust that has been placed in me and thankful for so many of you who have prayed for me. #FLinauguration"
1082683395510026245,2019-01-08 17:00:11+00:00,"Today, we celebrated an historic moment with Floridians from across the state as I took my oath of office. I am honored by the trust you all have placed in me to serve as Florida’s 46th Governor. #FlInauguration https://t.co/t3QvL9X3km"
1082671358352523270,2019-01-08 16:12:21+00:00,"Beautiful day and amazing crowd here at the Florida Capitol for the swearing-in ceremony. Thank you, Florida! #FlInauguration https://t.co/zGhRu1EzJD"
1082635219323310080,2019-01-08 13:48:45+00:00,Florida’s Inaugural events began this morning with inspirational words from Pastor Todd Mullins at the time-honored Inaugural Prayer Breakfast. #FlInauguration https://t.co/HZDcTWLNhv
1082419622459179010,2019-01-07 23:32:03+00:00,I want to express a heartfelt thank you to all who attended my Empowering Florida’s Communities event. It was an absolute pleasure to share my platform as the incoming First Lady of our great state! –Casey https://t.co/IXEMlkbzyB
1082410873329762304,2019-01-07 22:57:17+00:00,Amazing day of events! Thank you to everyone who came out to celebrate a Bold Vision for a Brighter Future! #FLinauguration https://t.co/dY7Dn4z2oQ
1082402034014478337,2019-01-07 22:22:09+00:00,"Thank you to the veterans, military members, first responders and Gold Star families who joined us today as we paid tribute to the men and women who keep us safe and secure our freedoms. #FLinauguration https://t.co/GEjUP0mpUR"
1082383991435677696,2019-01-07 21:10:27+00:00,"As a veteran, I understand the sacrifices our military &amp; first responders make to protect us all. This afternoon, we honored those who selflessly serve us both at home &amp; abroad. I appreciate the veterans, military members, first responders &amp; Gold Star families who joined us. https://t.co/Im40fNc3g8"
1082380235503489026,2019-01-07 20:55:32+00:00,"My wife, Casey, played an instrumental role in making this historic win possible, and I am proud of her dedication to the future of our state as First Lady. https://t.co/w09rZaPKOa"
1082366103144333312,2019-01-07 19:59:23+00:00,Country music star Lee Greenwood paid tribute to the brave men and women serving our state and nation by singing “God Bless the USA.” Thank you for your fantastic performance! #FLInauguration https://t.co/4Hakt6lS2R
1082364845478031361,2019-01-07 19:54:23+00:00,".@Op300 is an amazing organization that honors the memory of our fallen heroes and works to brighten the lives of those they've left behind. Incredibly thankful for our Inaugural Committee and sponsors who donated $150,000 to Operation 300 to further their mission. Thank you! https://t.co/Q3Tg6Jq9Mh"
1082360868195704832,2019-01-07 19:38:34+00:00,"Truly an honor to be surrounded by so many heroes in the most military friendly state in the nation. Today, we will honor service, sacrifice, and country—and the men and women that keep us safe and our freedoms intact. Thank you. #FLInauguration https://t.co/CPRde9J2bE"
1082356634326892544,2019-01-07 19:21:45+00:00,"At the Thought Leaders Luncheon this afternoon, Florida leaders from both private and public sectors came together to hear about our mission to continue making Florida a prosperous state. https://t.co/8TaBUEuizD"
1082340782311391235,2019-01-07 18:18:46+00:00,"I have a Bold Vision for a Brighter Future. As your next Governor, I will work with our state’s community, legislative and business leaders to strengthen Florida. #FlInauguration https://t.co/2alytD07it"
1082330669584400384,2019-01-07 17:38:35+00:00,Our vision for the Sunshine State is simple: let’s build on our success to ensure Florida is a place where families and businesses can thrive. #FLInauguration https://t.co/IazAO9lyWM
1082305329659084800,2019-01-07 15:57:53+00:00,"At the Women Transforming Florida Tribute Breakfast, talented women leaders from across the state came together to celebrate the next era of Florida history. Incredibly thankful for the strong women who made this campaign possible! #FLInauguration https://t.co/026HbuPUAr"
1082304231137255424,2019-01-07 15:53:31+00:00,"Our Women Transforming Florida Tribute Breakfast hosted by @LtGovNunez and my wonderful wife and incoming First Lady, Casey, was a true success! Thank you to strong women who attended! #FLInauguration https://t.co/skqdkuRNts"
1082279269227773953,2019-01-07 14:14:20+00:00,Thank you to the many strong women who made the campaign possible. I’m incredibly proud to celebrate the important leadership role women will play in the DeSantis-Nuñez Administration &amp; look forward to working by your side as first lady of this great state. —Casey #FLinauguration https://t.co/nNJfe3M0vi
1082276815215964160,2019-01-07 14:04:35+00:00,".@LtGovNunez: The success of our campaign was thanks to the hard work of many strong women who supported @RonDeSantisFl, me and our vision for Florida. I look forward to continuing our work as we take office as your next Governor and Lt. Governor. #FLinauguration https://t.co/TUEkiVOxnw"
1082272810607800320,2019-01-07 13:48:40+00:00,"This morning, we’re gathering with powerful female leaders to commemorate the significant role women will play in the incoming administration. Thank you for joining us! #FLinauguration https://t.co/G0KWmhij4t"
1082076537183186949,2019-01-07 00:48:45+00:00,"We have an incredible lineup of engaging programs and remarkable speakers for the 2019 DeSantis-Nuñez Inaugural Events beginning tomorrow morning! Together, let’s celebrate a Bold Vision for a Brighter Future. https://t.co/mbjf7GjtEF"
1081995428328075265,2019-01-06 19:26:27+00:00,".@LtGovNunez and I are honored to serve the people of Florida &amp; we’re committed to pursuing our bold agenda for a brighter future. We
have many issues to tackle, &amp; we look forward to working with you all to ensure Florida is the best state in the nation.
https://t.co/ORqTYcaaZs"
1081940377119145984,2019-01-06 15:47:42+00:00,Tomorrow begins the festivities to celebrate Florida’s new administration! We cannot wait to be joined by thousands of fellow Floridians for our series of historic events. See you soon! https://t.co/Nw3QUXfSv9
1081220926656704518,2019-01-04 16:08:51+00:00,"Florida's economy is booming! Deltona, Cape Coral, Tampa, Jacksonville, and North Port are projected to be in the top 10 in the nation for job hirings this year. Let's continue to build on this success! https://t.co/YXH8jgd5gl"
1080072426212474880,2019-01-01 12:05:07+00:00,Happy New Year from the DeSantis family! There is so much for us to be grateful for and we are looking forward to great things ahead in 2019! https://t.co/1YgGXHT91C
1077551725152739329,2018-12-25 13:08:45+00:00,From my family to yours—we wish you all a very merry Christmas and safe travels as you spend this special day with your family and loved ones. God bless! https://t.co/OvVg0jfcdw
1077221023311904774,2018-12-24 15:14:40+00:00,Merry Christmas Eve! May your holiday be filled with joy and cheer as you celebrate with your families. https://t.co/1ubZmlTZG4
1076179751075745792,2018-12-21 18:17:01+00:00,Thank you Miami supporters for joining @LtGovNunez and me last weekend to celebrate our win. The future is bright thanks to your hard work! https://t.co/OMTThWMU9L
1075817988333465600,2018-12-20 18:19:30+00:00,The 2019 Inauguration will feature inclusive events open to all Floridians. Space is limited so please reserve your free tickets today at https://t.co/AuwRPy6znc. Casey and I hope you can join us.
1075758630761390080,2018-12-20 14:23:38+00:00,".@LtGovNunez and I want to show our deep appreciation for the sacrifices made by our military families, veterans and first responders. Please join us on January 7th at “A Call to Action: Honoring Service, Sacrifice and Country” and register at https://t.co/AuwRPy6znc."
1075456880863006720,2018-12-19 18:24:36+00:00,I have a Bold Vision for a Brighter Future. Don’t miss your opportunity to be a part of the historic 2019 Swearing-In ceremony. Sign up today at https://t.co/AuwRPy6znc.
1074089275862540288,2018-12-15 23:50:13+00:00,"It was a great day traveling the state on the DeSantis-Nuñez Thank You Tour! We appreciate all Floridians who made this victory possible. 
📍Destin 
📍Naples
📍Miami https://t.co/E4vQG8fijs"
1074076118074961920,2018-12-15 22:57:56+00:00,"Miami supporters, you were amazing! @LtGovNunez and I thank you for your overwhelming support! https://t.co/GeNfQItgXH"
1074019691839000576,2018-12-15 19:13:43+00:00,"Naples, thank you for coming out and for your support. Next stop Miami! ☀️ 🌴 https://t.co/fhG1985oUJ"
1073980020421484545,2018-12-15 16:36:05+00:00,Don’t miss your chance to attend our Thank You Tour Stop in Miami this afternoon. Sign up to join us! https://t.co/nbOTz6oTOa
1073975340916187136,2018-12-15 16:17:29+00:00,"Thank you to all in the Panhandle who came out to our stop in Destin this morning. Your support and spirit, even as you faced the devastation of Hurricane Michael, made this victory possible. Next stop Naples! https://t.co/Al8rOnSrmr"
1073682312699764737,2018-12-14 20:53:06+00:00,"Excited for @LtGovNunez to join me tomorrow on our Thank You Tour stops to Destin, Naples and Miami. It’s not too late to RSVP, we hope to see you there! https://t.co/mHIZQWwkrp"
1073631305110315016,2018-12-14 17:30:24+00:00,"We had three fantastic rallies last weekend! Tomorrow, I will hit the road again with Lieutenant Governor-elect Jeanette Nuñez to show Floridians our deep appreciation for their commitment to building a brighter future for Florida. https://t.co/JOT8VntD5d"
1073588960625131520,2018-12-14 14:42:09+00:00,Miami supporters! I’m headed your way tomorrow to say thank you to all of you who stood by Lt. Governor-elect Jeanette and me this election. Sign up today to reserve your spot! https://t.co/nbOTz6oTOa
1073344884285816835,2018-12-13 22:32:16+00:00,It is my pleasure to announce the launch of https://t.co/Sczgs9VNqj which is the main ticketing portal for Floridians to register for 2019 Inaugural events! Casey and I hope you can join us to celebrate our great state.
1073281311605968896,2018-12-13 18:19:39+00:00,"Collier County—I’ll be in Naples this Saturday at Food and Thought for a Thank You Tour Rally. To join us, please go to https://t.co/LPauAv1elC to secure your spot!"
1073228347973484545,2018-12-13 14:49:12+00:00,Voters in the Florida Panhandle showed incredible strength and resilience with their turnout in this election. I will be in Destin this Saturday to show my appreciation to all of our dedicated supporters. I hope you can join us! https://t.co/1kGMLoDNxx
1072951675873361924,2018-12-12 20:29:48+00:00,"I hope to see you at one of our rallies this Saturday! I will be in Miami, Naples and Destin as part of our Thank You Tour. https://t.co/JOT8VntD5d"
1072862163872768000,2018-12-12 14:34:07+00:00,It’s been an honor to hit the road and meet with Floridians across the state. Your support made this historic win possible. https://t.co/lgAwsz6aOp
1072517232654254080,2018-12-11 15:43:29+00:00,Thank you to all who came out for my rally stop in Volusia County! Our grassroots supporters made a huge impact on this election and we wouldn’t have secured this victory without you. https://t.co/ihWV881OVe
1071515429649203202,2018-12-08 21:22:40+00:00,"Such a great first day for the DeSantis-Nuñez Thank You Tour! I appreciate each and every Floridian who made this victory possible.
📍 New Port Richey
📍 The Villages
📍 Port Orange https://t.co/nmdwuY0hSh"
1071487945159397377,2018-12-08 19:33:28+00:00,Last stop—Volusia County! Thank you @AshleyMoodyFL for joining us at our stops in Pasco County and The Villages today! https://t.co/kIFJOY7qEf
1071479777276686338,2018-12-08 19:01:00+00:00,Thank you to the hundreds of supporters that joined us today in The Villages to celebrate our shared victory. We could not have done it without you! https://t.co/M9IHWfDZWP
1071475965111529472,2018-12-08 18:45:51+00:00,Join me this afternoon at Riverside Pavilion in Port Orange for a Thank You Tour Rally! There is still time to sign up to attend by clicking here ⬇️ https://t.co/5EA9EV4R6Y
1071424545586860035,2018-12-08 15:21:32+00:00,"We had a fantastic crowd at the rally in New Port Richey this morning! Now, we are off to The Villages! https://t.co/iNInNfELyP"
1071396465308786690,2018-12-08 13:29:57+00:00,I’m starting my Thank You Tour today with my first stop in New Port Richey in Pasco County. See you soon!
1071113853591785473,2018-12-07 18:46:57+00:00,DeSantis supporters in The Villages! I’ll be holding a rally at the La Hacienda Pool &amp; Recreation Center tomorrow as part of my Thank You Tour! Reserve your spot and sign up here ⬇ https://t.co/j8kVP8quek
1071043485636157440,2018-12-07 14:07:20+00:00,"Tomorrow morning, we are having a Thank You Tour Rally at Spartan Manor in New Port Richey. Join me and Attorney General-elect @AshleyMoodyFL by registering here ⬇ https://t.co/o5uWwqyTdq"
1070777494708633600,2018-12-06 20:30:23+00:00,This historic win would not have been possible without the support of thousands of volunteers who believed in our vision for the state. Join us in Port Orange this Saturday on our Thank You Tour to celebrate. https://t.co/Wjw6UQNUA4
1070762337668423680,2018-12-06 19:30:09+00:00,"Thanks to your hard work and dedication, we are now preparing to take office and build on Florida’s success! We will be in The Villages celebrating our historic win this Saturday. Join us! https://t.co/0hejXXyzSw"
1070733977948954625,2018-12-06 17:37:28+00:00,Join us in New Port Richey on our Thank You Tour this Saturday. This election was about a bold vision for Florida’s future and I look forward to celebrating our shared victory. https://t.co/o5uWwqyTdq
1070721991785754624,2018-12-06 16:49:50+00:00,I am hitting the road to thank the thousands of supporters and volunteers whose dedication made this historic win possible. I hope you can join us! https://t.co/FdIg92smnU
1070037888694394880,2018-12-04 19:31:27+00:00,"Sign up today to be a volunteer for upcoming Inaugural events and be a part of Florida history! Together we can build on Florida’s success and create a ""Bold Vision for a Brighter Future."" https://t.co/w7cBEUw3d6"
1069987819035213824,2018-12-04 16:12:30+00:00,It’s key that we continue to strengthen our state’s economic partnership with Israel and stand with our allies! https://t.co/VPAOGRCoQ4
1069737264715042816,2018-12-03 23:36:53+00:00,"It was a pleasure to meet with Major General Michael Calhoun, Adjutant General of the Florida National Guard. A true Florida leader who has served our state and our nation with integrity and courage. https://t.co/FjcyDZH5pe"
1069350855315546112,2018-12-02 22:01:26+00:00,"Casey and I wish you peace, love, and joy as you celebrate the Festival of Lights. Happy Hanukkah to all of our Jewish friends. https://t.co/6czynD3WM7"
1069269111644004352,2018-12-02 16:36:36+00:00,Thank you @realdonaldtrump for always protecting the American people. I will be your partner to fight the opioid crisis here in Florida.  We will fully prosecute the lowlifes that peddle these drugs and commit to helping their victims. #FlaPol https://t.co/eSHl9a2jqW
1068870560405434368,2018-12-01 14:12:54+00:00,"President Bush amassed prodigious accomplishments and he did it all with uncommon grace, class and honor. Appreciation of his achievements will only continue to grow as the years go by. President Bush was an American hero, a faithful servant and the greatest Yalie of them all."
1068870557909831680,2018-12-01 14:12:54+00:00,"Few Americans have served our country in as many different and important capacities as George H.W. Bush. As a naval aviator, as a legislator, as an intelligence chief, as a diplomat and, of course, as Vice President and President of the United States, [1/2]"
1068604102203109376,2018-11-30 20:34:06+00:00,"This election was about the future of our state, how we can build on our success and address the challenges that lie ahead. I look forward to Floridians coming together during the inaugural events where we’ll share our Bold Vision for a Brighter Future. https://t.co/D06YbameBC"
1068565456498364417,2018-11-30 18:00:32+00:00,Great to have Speaker @willweatherford and experienced economic advisors for my transition. Their experience is invaluable as we start to build on Florida's economic successes. https://t.co/36aNRvaaN9
1068536954323693568,2018-11-30 16:07:17+00:00,Sign up today to volunteer for upcoming inaugural events and be a part of Florida history! Together we can build on Florida’s success. https://t.co/0Xv4rui1FC
1068162704437927936,2018-11-29 15:20:08+00:00,The 2019 Inauguration will be a celebration of our great state as we move forward together toward continued success. Learn more about the inauguration and see our Inaugural Committee members by visiting https://t.co/g2A0y5gjpY.
1068148779558293505,2018-11-29 14:24:48+00:00,"Thankful to have Shane Strum leading the team. Together, we will work to ensure our administration is ready on Day 1 to secure Florida’s future. https://t.co/sJszkJrGTi"
1067853278304747520,2018-11-28 18:50:35+00:00,.@LtGovNunez will not only be the first Hispanic female Lt. Gov. in Florida history but the second Hispanic female Lt. Gov. in our country. She is a talented and accomplished leader and I’m proud to serve with her. https://t.co/t4EUttXGMh
1067054672672886784,2018-11-26 13:57:13+00:00,I need your help to build the best Florida possible for this generation and the next. Apply to work for our administration and submit your resume by going to https://t.co/M2iw0RHJic!
1065756069560020998,2018-11-22 23:57:02+00:00,We're incredibly thankful for your support and the faith you've entrusted in me and my family to lead this great state. We hope you had a wonderful Thanksgiving! https://t.co/a9JqTEbaFE
1065252669328171009,2018-11-21 14:36:42+00:00,Help secure Florida’s future by becoming part of #TeamDeSantis. Visit https://t.co/M2iw0RHJic to submit your resume and apply for positions in our administration.
1064962092208455680,2018-11-20 19:22:03+00:00,I’m thankful for the people of Florida putting your trust in me and my family. We are looking forward to serving you. https://t.co/Jetq7OO9pB
1064883049991684096,2018-11-20 14:07:58+00:00,"I will build on @FlGovScott's legacy of making Florida an attractive place for businesses. When job creators expand or move to our state, they provide more opportunities for families to realize their dreams. 
https://t.co/zuHsYrkNoR"
1063924662726533121,2018-11-17 22:39:41+00:00,This was a hard-fought campaign. Now it’s time to bring Florida together. https://t.co/I1hB0vd3kb
1062389423386574855,2018-11-13 16:59:11+00:00,"We must continue strong job growth in Florida. As Governor, I will work to bring more jobs to our state so families will have more opportunities for success. 
https://t.co/2W9y6RRRCV"
1062362426484633600,2018-11-13 15:11:54+00:00,I’m proud of the team we have begun assembling to start the transition process. These talented individuals will ensure my administration is ready to serve the people of Florida on day one! https://t.co/fBl1g5SkTW
1061742796011433984,2018-11-11 22:09:43+00:00,I’m proud to have worn the uniform and served our country in the U.S. Navy. Casey and I know all too well the sacrifices made by our brave veterans and their families. Thank you for keeping America the land of the free and the home of the brave. We salute you! #VeteransDay https://t.co/mPeixfk7j9
1060037973398433792,2018-11-07 05:15:22+00:00,Thank you for securing Florida’s future! https://t.co/I0uvp5OZOf
1059956981358882816,2018-11-06 23:53:32+00:00,"Get out and vote, Panhandle! Polls close at 7PM. Let's secure Florida's future! https://t.co/WRnEKPjqaQ #ElectionDay"
1059948973161676802,2018-11-06 23:21:42+00:00,Polls close at 7PM! RETWEET if you voted for #DeSantisNunez https://t.co/S7GPAKh1bv https://t.co/PtCUypGGKf
1059942442445737984,2018-11-06 22:55:45+00:00,.@RepJNunez and I are so thankful to the supporters we have heard from across the state. Let’s finish strong! Get out and vote to secure Florida’s future. https://t.co/h1J0HAOCfz #vote #ElectionDay https://t.co/6NNQgw6aVP
1059902056817983492,2018-11-06 20:15:17+00:00,"Thank you to every single person who knocked a door, made a call, told a friend. This campaign wouldn’t be where it is without you! #DeSantisNuñez https://t.co/oDAg371ohs"
1059898306309042179,2018-11-06 20:00:22+00:00,Everything we've worked for has led up to today - let's finish strong! Go VOTE to secure Florida’s future! #ElectionDay https://t.co/VVO6fdWJKx
1059868127209709574,2018-11-06 18:00:27+00:00,Praying for our great state and the future of Florida. Get out and vote! https://t.co/m16T5W8ic7
1059850692708524032,2018-11-06 16:51:10+00:00,Incredibly thankful for my family and their support. We cast our ballots this morning to secure Florida's future. Will you join us? #ElectionDay https://t.co/j7n1hSMVSF
1059836249719169026,2018-11-06 15:53:47+00:00,Already voted and called all your friends and family to vote? Head to your local Victory Office to volunteer. There's still more work to be done! https://t.co/Cahvm6DBMl https://t.co/X2UYpi0vRP
1059819521182187522,2018-11-06 14:47:19+00:00,Thank you for the incredible support last night in Ft. Walton Beach! Now let's finish what we came here to do--go vote and secure Florida's future! #ElectionDay https://t.co/PokpheIFPI
1059808019138166784,2018-11-06 14:01:36+00:00,"Great to kickoff Election Day with Casey this morning on @wjxt4! Let’s secure a victory for low taxes, clean water and safer communities. Vote #DeSantisNunez, today! https://t.co/sR8sK9cool"
1059793836787011584,2018-11-06 13:05:15+00:00,"Thank you to @LaraLeaTrump, @marcorubio and all of our supporters that joined us yesterday in Vero Beach! Let’s secure Florida’s future! #GoVote #ElectionDay 🇺🇸 https://t.co/kYreCqYcF7"
1059777496667820032,2018-11-06 12:00:19+00:00,It's Election Day! This has been an incredible journey. Thank you to everyone who is voting today. Vote for economic prosperity. Vote for a veteran and former prosecutor. Vote for me. https://t.co/aBNfc5KB39 https://t.co/lebsKxphBu
1059626592673193984,2018-11-06 02:00:41+00:00,"Thank you, Pinellas County! Election Day is tomorrow, call your friends and family and tell them to #govote! 🗳 🇺🇸 https://t.co/I4jTeBL1Dg"
1059542142006247424,2018-11-05 20:25:06+00:00,It was great to join supporters in Bay County last night at the Lynn Haven Get Out the Vote BBQ! Thank you for your support—let’s secure Florida’s future! #GoVote https://t.co/K9q43lRHX3
1059524551279812608,2018-11-05 19:15:12+00:00,Incredible support in Orlando! Election Day is tomorrow--we’re almost to the finish line. #GoVote and secure Florida’s future! https://t.co/qN2zNB0G44
1059510695950213120,2018-11-05 18:20:09+00:00,"Great to kick off our morning at Jacksonville Bobcat with Casey, @RepJNunez, @marcorubio and hundreds of our supporters! We need everyone to #GoVote tomorrow! Find your polling location here: https://t.co/S7GPAKh1bv https://t.co/6vnBZ0aszD"
1059505869849804800,2018-11-05 18:00:58+00:00,Election Day is tomorrow!  Find your voting precinct here: https://t.co/wEquJhwirZ #GoVote #Florida #VoteRonDeSantis https://t.co/Gu0qtCthu4
1059497016420646913,2018-11-05 17:25:47+00:00,"One day until Election Day! I would be honored if you would vote for me tomorrow. As an Iraq War veteran and former prosecutor, I have a proven record of being the leader Florida needs as Governor. https://t.co/O2WaCVngtY"
1059465399404761088,2018-11-05 15:20:09+00:00,The future of Florida’s Supreme Court is on the line. Your vote in this election will make a difference in whether we have constitutionalists on our state’s highest court or more liberal activists. https://t.co/Xe6pHqDi4d
1059460883619946496,2018-11-05 15:02:13+00:00,"Thank you, Mr. President! Tomorrow is Election Day, get out and vote! https://t.co/iBXA3op6uj"
1059455347172274177,2018-11-05 14:40:13+00:00,Tomorrow. Make an impact for Florida by ensuring we are led by a veteran and prosecutor—Ron DeSantis. We cannot afford to put Andrew Gillum in charge. Let's do this. https://t.co/wEquJhwirZ https://t.co/oSRk861swU
1059452391509164034,2018-11-05 14:28:28+00:00,"Thank you, Boca! Over a thousand enthusiastic supporters joined me, Casey, @RudyGiuliani, and @AGPamBondi yesterday! Thank you for your support, let's finish strong! #floridastrong #govote https://t.co/q4P0uXuyDh"
1059212479933415425,2018-11-04 22:35:09+00:00,Thank you to everyone who voted early! We can't stop now--there's more work to be done! Call your friends and family and make sure they vote this Tuesday! #govote https://t.co/amIpbpo7YG
1059197914239635457,2018-11-04 21:37:16+00:00,AMAZING crowd in Daytona today ready to secure Florida's future! Thank you to @RudyGiuliani and @AGPamBondi for joining our hundreds of supporters. Head to the polls and #GoVote! https://t.co/cN0JOeIirp
1059098276794978304,2018-11-04 15:01:20+00:00,2 days. Your vote will help me stand up for what is right. My opponent won’t take responsibility for his failed leadership. We’ve got to turn out and vote in this election. https://t.co/a4rhV41YMK
1059095311950536704,2018-11-04 14:49:34+00:00,"Amazing support last night in #Pensacola! Thank you to President @realDonaldTrump, @VP Pence and all of our supporters! Election Day is Tuesday - #GoVote to secure Florida's future! https://t.co/47GKDNQqtE"
1059082946941014016,2018-11-04 14:00:26+00:00,"#PinellasCounty - Join myself, @LaraLeaTrump and @marorubio tomorrow in Clearwater! #GoVote https://t.co/dyb4x6hQd6"
1059067818740727811,2018-11-04 13:00:19+00:00,We're excited to announce @LaraLeaTrump will be joining us in #VeroBeach this Monday! Make sure you get your tickets and help us secure Florida's future! @marcorubio #GoVote https://t.co/xDMVxE2biH
1058864264138711040,2018-11-03 23:31:27+00:00,President @realDonaldTrump’s rally is about to start! Thank you to the thousands of supporters who joined us here in #Pensacola. I share your passion - make your voice heard on Tuesday! #govote #Floridastrong https://t.co/bF866x0uF8
1058853846343208961,2018-11-03 22:50:04+00:00,"Hey, #Orlando! Mark your calendar: @marcorubio and I are coming to your Victory Office this Monday! We're looking forward to seeing you there! #GoVote https://t.co/abHPhk9Lqr"
1058841281475031041,2018-11-03 22:00:08+00:00,Join me and @marcorubio in #Jacksonville on Monday and help us secure Florida's future! Get your tickets here: https://t.co/xQfNgD6Wi1 #GoVote
1058826191463964673,2018-11-03 21:00:10+00:00,It was great to stop by the #Pensacola Victory Office and meet with our volunteers! We're incredibly thankful for your support! #GOTV #FloridaStrong https://t.co/k5e3PzHmWD
1058818650633854977,2018-11-03 20:30:12+00:00,Great crowd in Lakeland this afternoon with Sonny Perdue! We have three days until Election Day. Head to the polls to keep Florida moving in the right direction for generations to come! https://t.co/QoHI38bxTO
1058807761520201728,2018-11-03 19:46:56+00:00,"We have the best supporters! Thank you to every person who knocked on a door, made a call or told a friend to vote Ron DeSantis for Governor of #Florida! We’re incredibly thankful for your support! The time is now to #GOTV! https://t.co/gfivkiEORC"
1058799785308753920,2018-11-03 19:15:15+00:00,Mark your calendars! Election Day is Tuesday! https://t.co/JluYNcg1qw
1058780939545919488,2018-11-03 18:00:21+00:00,This headline speaks for itself: Gillum's Ties to Anti-Israel Radicals More Extensive Than Previously Known @FreeBeacon https://t.co/FecMrqR0NS
1058762225593344005,2018-11-03 16:46:00+00:00,Read all about it in @DailyCaller https://t.co/SyksKSYPLF (3/3)
1058762116214259712,2018-11-03 16:45:34+00:00,"...""The co-chair of Emgage, Khurrum Wahid, has an extensive history of defending individuals that the United States government has tied to Islamic terrorism."" (2/3)"
1058762024728125445,2018-11-03 16:45:12+00:00,Did you know? “Florida’s Democratic gubernatorial nominee Andrew Gillum spoke at an event hosted by an anti-Israel organization the day after the deadliest attack on Jews in American history.”  (1/3)
1058756702982549504,2018-11-03 16:24:03+00:00,Rain or shine! My wife Casey out knocking doors yesterday and meeting voters. Let's secure Florida's future! https://t.co/TLEtAQXSsU
1058748174209335298,2018-11-03 15:50:09+00:00,"Honored to attend the Blue Bowl today in support of families of fallen officers. As Governor, I will continue to stand with our men and women in law enforcement and their families. https://t.co/PXLbgRLjd3"
1058728108948221953,2018-11-03 14:30:26+00:00,"Your voice matters! Get out and vote today! With your vote, we will build the best future possible for Florida! #GOTV #VoteRonDeSantis https://t.co/c27GidJuBl"
1058716733802987520,2018-11-03 13:45:14+00:00,3 days. I need your support! Help me win this election so we can stand with law enforcement to keep our communities safe. https://t.co/o8O2SV3IMy
1058523040512966656,2018-11-03 00:55:33+00:00,The news of the shooting in Tallahassee is heartbreaking. Casey and I are praying for the families of the victim whose life was tragically taken tonight and those taken to the hospital with injuries.
1058521037195960320,2018-11-03 00:47:36+00:00,We are also praying for the first responders and the community as a whole as they come to grips with this senseless act of violence.
1058478993379414017,2018-11-02 22:00:32+00:00,Thank you for making your voice count! https://t.co/jPioGzdsHD
1058418647851585536,2018-11-02 18:00:44+00:00,"In Iraq I stood for all Americans, in the courtroom I stood for all victims, In Congress I stood for all taxpayers. As Governor, I will stand for you. https://t.co/JvR1pkxbcv"
1058409682031796226,2018-11-02 17:25:07+00:00,We were welcomed by an amazing crowd in Tampa for our Victory Office rally. Thank you for the support we've received across this great state! https://t.co/bPiqlPwwsj
1058388489136467973,2018-11-02 16:00:54+00:00,Still have an absentee ballot sitting on your kitchen table? Don't wait. Drop it in the mail today! 📫🇺🇸 https://t.co/0CEUsKLPUe
1058375730130833408,2018-11-02 15:10:12+00:00,"This election will decide who appoints Florida's next 3 Supreme Court Justices. The stakes have never been higher for protecting our Constitution, Second Amendment, &amp; religious freedoms. I promise to appoint judges who support our Constitution and interpret the laws as written! https://t.co/ztzBGqdU8C"
1058373243156025344,2018-11-02 15:00:19+00:00,"Thanks to the great crowd of supporters who came out for the rally this morning in Pasco County. @marcorubio, @RepJNunez and I are working to build the best Florida possible not only for this generation, but for generations to come. Make a difference and go vote! https://t.co/2hCctVACu8"
1058367016950730753,2018-11-02 14:35:35+00:00,Wait for it... #GillumsTallahassee https://t.co/mCU0fIteiM
1058344310943502336,2018-11-02 13:05:21+00:00,4 days. Andrew Gillum has failed Tallahassee time and time again. He would be a disaster and destroy our state. You have the power to stop him. Vote now. https://t.co/h1J0HAOCfz https://t.co/aSKqmhh3lU
1058124113804513280,2018-11-01 22:30:22+00:00,Couldn't make it to the polls today? Early voting is still open tomorrow. We’re on a mission to stop a corrupt career politician with a radical agenda. Head to the polls! https://t.co/h1J0HAOCfz https://t.co/5rLAhy4RWS
1058114362899095553,2018-11-01 21:51:37+00:00,This one’s for our children – because they’re Florida’s future. They deserve the very best. 🇺🇸 https://t.co/byOxLfdnRF
1058113989308309505,2018-11-01 21:50:08+00:00,It was such a pleasure to meet both students and teachers during my visit to the St. Peter Claver Catholic School in Tampa today. This school is a testament to how innovative education policies can truly change the lives of children and their families.–Casey https://t.co/59063GPp32
